File_Name,Last_Modified_Date,File Size,Storage Class,Owner
production/cxpContent/toc/zumk12sah/tag2/tocData,2021-05-18 17:35:29+00:00,43134,STANDARD,"{'DisplayName': '#amazon-aws.root', 'ID': 'b63e5957ff8044d24f8f6a6499571354e2653409e67a744daf946aed1e98e9ef'}"
