File_Name,Last_Modified_Date,File Size,Storage Class,Owner
12-31-2022/aplia-*,2022-12-31 00:07:03+00:00,9598085,STANDARD,"{'DisplayName': '#amazon-aws.root', 'ID': 'b63e5957ff8044d24f8f6a6499571354e2653409e67a744daf946aed1e98e9ef'}"
