Object_Name,Last_Modified_Date,Object Size,Storage Class,Owner
John_Reed_Resume_0623.pdf,2023-08-25 08:35:18+00:00,93127,STANDARD,"{'DisplayName': 'jsreed', 'ID': 'c561f1b7f5ebc0087e73af36ff9ccf14d07f1dc5e8e4e91e027d5a5f77b65257'}"
Object_Name,Last_Modified_Date,Object Size,Storage Class,Owner
coverletter_0623.pdf,2023-08-25 08:35:19+00:00,21603,STANDARD,"{'DisplayName': 'jsreed', 'ID': 'c561f1b7f5ebc0087e73af36ff9ccf14d07f1dc5e8e4e91e027d5a5f77b65257'}"
